accession,year,city,trap,state,country,zone,date,host,lineage
CSU8394,2015,FC,FC-029GR,CO,USA,SE,8/18/15,Mosquito-Culex,NA
CSU8400,2015,FC,FC-089GR,CO,USA,SW,8/24/15,Mosquito-Culex,NA
CSU8411,2015,FC,FC-053,CO,USA,SE,8/17/15,Mosquito-Culex,NA
CSU8425,2015,FC,FC-040,CO,USA,NE,8/17/15,Mosquito-Culex,NA
CSU8427,2015,FC,FC-040GR,CO,USA,NE,8/17/15,Mosquito-Culex,NA
CSU8428,2015,FC,FC-040GR,CO,USA,NE,8/17/15,Mosquito-Culex,NA
CSU8436,2015,FC,FC-092GR,CO,USA,NE,8/17/15,Mosquito-Culex,NA
CSU8458,2015,FC,FC-075GR,CO,USA,SE,8/18/15,Mosquito-Culex,NA
CSU8467,2015,FC,FC-088GR,CO,USA,SE,8/18/15,Mosquito-Culex,NA
CSU8492,2015,FC,FC-063GR,CO,USA,NW,8/19/15,Mosquito-Culex,NA
CSU8495,2015,FC,FC-029GR,CO,USA,SE,8/20/15,Mosquito-Culex,NA
CSU8527,2015,FC,FC-040GR,CO,USA,NE,8/24/15,Mosquito-Culex,NA
CSU8528,2015,FC,FC-040GR,CO,USA,NE,8/24/15,Mosquito-Culex,NA
CSU8537,2015,FC,FC-072,CO,USA,NE,8/24/15,Mosquito-Culex,NA
CSU8558,2015,FC,FC-075GR,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8564,2015,FC,FC-088GR,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8565,2015,FC,FC-088GR,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8566,2015,FC,FC-088GR,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8567,2015,FC,FC-088GR,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8568,2015,FC,FC-088GR,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8569,2015,FC,FC-088GR,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8573,2015,FC,FC-059,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8583,2015,FC,FC-046,CO,USA,SE,8/25/15,Mosquito-Culex,NA
CSU8595,2015,FC,FC-090GR,CO,USA,NW,8/26/15,Mosquito-Culex,NA
CSU8609,2015,FC,FC-063GR,CO,USA,NW,8/26/15,Mosquito-Culex,NA
CSU8611,2015,FC,FC-063GR,CO,USA,NW,8/26/15,Mosquito-Culex,NA
CSU8612,2015,FC,FC-063GR,CO,USA,NW,8/26/15,Mosquito-Culex,NA
CSU8613,2015,FC,FC-063GR,CO,USA,NW,8/26/15,Mosquito-Culex,NA
CSU8615,2015,FC,FC-063GR,CO,USA,NW,8/26/15,Mosquito-Culex,NA
CSU8617,2015,FC,FC-063GR,CO,USA,NW,8/26/15,Mosquito-Culex,NA
CSU8618,2015,FC,FC-089GR,CO,USA,SW,8/27/15,Mosquito-Culex,NA
CSU8627,2015,FC,FC-029GR,CO,USA,SE,8/27/15,Mosquito-Culex,NA
CSU8636,2015,LV,LV-020,CO,USA,LV,8/31/15,Mosquito-Culex,NA
CSU8639,2015,LV,LV-069,CO,USA,LV,8/31/15,Mosquito-Culex,NA
CSU8649,2015,FC,FC-053,CO,USA,SE,8/31/15,Mosquito-Culex,NA
CSU8659,2015,FC,FC-040GR,CO,USA,NE,8/31/15,Mosquito-Culex,NA
CSU8660,2015,FC,FC-040GR,CO,USA,NE,8/31/15,Mosquito-Culex,NA
CSU8667,2015,FC,FC-092GR,CO,USA,NE,8/31/15,Mosquito-Culex,NA
CSU8668,2015,FC,FC-092GR,CO,USA,NE,8/31/15,Mosquito-Culex,NA
CSU8688,2015,FC,FC-088GR,CO,USA,SE,9/1/15,Mosquito-Culex,NA
CSU8701,2015,FC,FC-046,CO,USA,SE,9/1/15,Mosquito-Culex,NA
CSU8723,2015,FC,FC-063GR,CO,USA,NW,9/2/15,Mosquito-Culex,NA
CSU8724,2015,FC,FC-089GR,CO,USA,SW,9/3/15,Mosquito-Culex,NA
CSU8725,2015,FC,FC-089GR,CO,USA,SW,9/3/15,Mosquito-Culex,NA
CSU8727,2015,FC,FC-029GR,CO,USA,SE,9/3/15,Mosquito-Culex,NA
CSU8747,2015,FC,FC-092GR,CO,USA,NE,9/7/15,Mosquito-Culex,NA
CSU8759,2015,FC,FC-006,CO,USA,NE,9/7/15,Mosquito-Culex,NA
CSU8802,2015,FC,FC-063GR,CO,USA,NW,9/9/15,Mosquito-Culex,NA
CSU8834,2015,FC,FC-066,CO,USA,NE,9/15/15,Mosquito-Culex,NA
CSU8858,2015,FC,FC-029GR,CO,USA,SE,9/16/15,Mosquito-Culex,NA
CSU9037,2016,LV,LV-020,CO,USA,LV,6/29/16,Mosquito-Culex,NA
CSU9184,2016,FC,FC-092GR,CO,USA,NE,7/11/16,Mosquito-Culex,NA
CSU9297,2016,LV,LV-095,CO,USA,LV,7/18/16,Mosquito-Culex,NA
CSU9310,2016,FC,FC-040GR,CO,USA,NE,7/18/16,Mosquito-Culex,NA
CSU9322,2016,FC,FC-036,CO,USA,NW,7/18/16,Mosquito-Culex,NA
CSU9401,2016,FC,FC-029GR,CO,USA,SE,7/21/16,Mosquito-Culex,NA
CSU9421,2016,LV,LV-069,CO,USA,LV,7/25/16,Mosquito-Culex,NA
CSU9465,2016,FC,FC-039,CO,USA,SE,7/26/16,Mosquito-Culex,NA
CSU9467,2016,FC,FC-039,CO,USA,SE,7/26/16,Mosquito-Culex,NA
CSU9468,2016,FC,FC-053,CO,USA,SE,7/26/16,Mosquito-Culex,NA
CSU9472,2016,FC,FC-064,CO,USA,SE,7/26/16,Mosquito-Culex,NA
CSU9475,2016,FC,FC-075GR,CO,USA,SE,7/26/16,Mosquito-Culex,NA
CSU9476,2016,FC,FC-075GR,CO,USA,SE,7/26/16,Mosquito-Culex,NA
CSU9489,2016,FC,FC-027,CO,USA,SE,7/26/16,Mosquito-Culex,NA
CSU9494,2016,FC,FC-069,CO,USA,NE,7/27/16,Mosquito-Culex,NA
CSU9505,2016,LV,LV-020,CO,USA,LV,7/27/16,Mosquito-Culex,NA
CSU9535,2016,FC,FC-029GR,CO,USA,SE,7/28/16,Mosquito-Culex,NA
CSU9537,2016,FC,FC-054,CO,USA,SE,7/28/16,Mosquito-Culex,NA
CSU9562,2016,FC,FC-040,CO,USA,NE,8/1/16,Mosquito-Culex,NA
CSU9566,2016,FC,FC-066,CO,USA,NE,8/1/16,Mosquito-Culex,NA
CSU9567,2016,FC,FC-036,CO,USA,NW,8/1/16,Mosquito-Culex,NA
CSU9571,2016,FC,FC-006,CO,USA,NE,8/1/16,Mosquito-Culex,NA
CSU9573,2016,FC,FC-066GR,CO,USA,NE,8/1/16,Mosquito-Culex,NA
CSU9591,2016,FC,FC-040GR,CO,USA,NE,8/2/16,Mosquito-Culex,NA
CSU9594,2016,FC,FC-031,CO,USA,SE,8/2/16,Mosquito-Culex,NA
CSU9602,2016,FC,FC-053,CO,USA,SE,8/2/16,Mosquito-Culex,NA
CSU9676,2016,FC,FC-066GR,CO,USA,NE,8/8/16,Mosquito-Culex,NA
CSU9678,2016,FC,FC-038,CO,USA,NE,8/8/16,Mosquito-Culex,NA
CSU9679,2016,FC,FC-014,CO,USA,NE,8/8/16,Mosquito-Culex,NA
CSU9686,2016,FC,FC-066,CO,USA,NE,8/8/16,Mosquito-Culex,NA
CSU9699,2016,LV,LV-069,CO,USA,LV,8/8/16,Mosquito-Culex,NA
CSU9708,2016,FC,FC-067,CO,USA,NE,8/8/16,Mosquito-Culex,NA
CSU9711,2016,FC,FC-063GR,CO,USA,NW,8/9/16,Mosquito-Culex,NA
